ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike,Age Brackets
12705,M,M,"$150,000.00",0,Bachelors,Management,Yes,4,0-1 Miles,Pacific,37,Yes,32-54
22672,S,F,"$30,000.00",2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,43,No,32-54
26219,M,F,"$40,000.00",1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,Europe,33,Yes,32-54
28468,M,F,"$10,000.00",2,Partial College,Manual,Yes,0,1-2 Miles,Europe,51,No,32-54
23419,S,F,"$70,000.00",5,Bachelors,Professional,Yes,3,10+ Miles,Pacific,39,No,32-54
17964,M,M,"$40,000.00",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Yes,32-54
20919,S,F,"$30,000.00",2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,No,32-54
20927,S,F,"$20,000.00",5,High School,Manual,Yes,2,0-1 Miles,Europe,27,No,25-31
13133,S,M,"$100,000.00",5,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,47,Yes,32-54
19626,M,M,"$70,000.00",5,Partial College,Skilled Manual,Yes,3,5-10 Miles,Pacific,45,No,32-54
21039,S,F,"$50,000.00",0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,Europe,37,Yes,32-54
12231,S,F,"$10,000.00",2,Partial College,Manual,Yes,0,0-1 Miles,Europe,51,Yes,32-54
25665,S,F,"$20,000.00",0,High School,Manual,No,1,1-2 Miles,Europe,28,No,25-31
24061,M,M,"$10,000.00",4,Partial High School,Manual,Yes,1,0-1 Miles,Europe,40,Yes,32-54
26879,S,F,"$20,000.00",0,High School,Manual,No,1,2-5 Miles,Europe,30,No,25-31
12284,M,F,"$30,000.00",0,Bachelors,Clerical,No,0,0-1 Miles,Europe,36,Yes,32-54
26654,M,F,"$90,000.00",1,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,37,Yes,32-54
14545,M,F,"$10,000.00",2,Partial College,Manual,Yes,0,1-2 Miles,Europe,49,No,32-54
24201,M,F,"$10,000.00",2,High School,Manual,Yes,0,0-1 Miles,Europe,37,Yes,32-54
20625,M,M,"$100,000.00",0,High School,Management,Yes,3,10+ Miles,Pacific,35,Yes,32-54
16390,S,M,"$30,000.00",1,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Yes,32-54
14804,S,F,"$10,000.00",3,Partial High School,Manual,Yes,2,0-1 Miles,Europe,43,No,32-54
12629,S,M,"$20,000.00",1,Partial College,Manual,No,0,0-1 Miles,Europe,37,No,32-54
14696,S,M,"$10,000.00",0,Partial High School,Manual,No,2,0-1 Miles,Europe,34,No,32-54
22005,M,F,"$70,000.00",5,Partial College,Skilled Manual,No,3,5-10 Miles,Pacific,46,No,32-54
14544,S,M,"$10,000.00",1,Partial College,Manual,Yes,0,0-1 Miles,Europe,49,No,32-54
14312,M,F,"$60,000.00",1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,45,No,32-54
29120,S,F,"$100,000.00",1,Bachelors,Management,Yes,4,2-5 Miles,Pacific,48,No,32-54
24187,S,F,"$30,000.00",3,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,46,Yes,32-54
15758,M,M,"$130,000.00",0,Graduate Degree,Management,Yes,0,5-10 Miles,Pacific,48,No,32-54
29094,M,M,"$30,000.00",3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,54,Yes,32-54
28319,S,F,"$60,000.00",1,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,46,Yes,32-54
16406,M,M,"$40,000.00",0,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Yes,32-54
20923,M,F,"$40,000.00",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Yes,32-54
11378,S,F,"$10,000.00",1,High School,Manual,No,1,2-5 Miles,Europe,46,Yes,32-54
20851,S,M,"$20,000.00",0,Partial College,Manual,No,1,2-5 Miles,Europe,36,Yes,32-54
21557,S,F,"$110,000.00",0,Partial College,Management,Yes,3,10+ Miles,Pacific,32,Yes,32-54
26663,S,F,"$60,000.00",2,Bachelors,Professional,No,1,0-1 Miles,Pacific,39,Yes,32-54
11896,M,M,"$100,000.00",1,Graduate Degree,Management,Yes,0,2-5 Miles,Pacific,36,Yes,32-54
14189,M,F,"$90,000.00",4,High School,Professional,No,2,2-5 Miles,Europe,54,Yes,32-54
13136,M,F,"$30,000.00",2,Partial College,Clerical,No,2,5-10 Miles,Pacific,69,No,55-89
25906,S,F,"$10,000.00",5,High School,Skilled Manual,No,2,1-2 Miles,Pacific,62,No,55-89
17926,S,F,"$40,000.00",0,Bachelors,Clerical,No,0,0-1 Miles,Pacific,28,Yes,25-31
26928,S,M,"$30,000.00",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,62,Yes,55-89
20897,M,F,"$30,000.00",1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,No,32-54
28207,M,M,"$80,000.00",4,Graduate Degree,Management,Yes,1,0-1 Miles,Pacific,36,Yes,32-54
25923,S,M,"$10,000.00",2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,No,55-89
11000,M,M,"$90,000.00",2,Bachelors,Professional,Yes,0,1-2 Miles,Pacific,40,Yes,32-54
20974,M,M,"$10,000.00",2,Bachelors,Clerical,Yes,1,0-1 Miles,Europe,66,No,55-89
28758,M,M,"$40,000.00",2,Partial College,Clerical,Yes,1,1-2 Miles,Europe,35,Yes,32-54
11381,M,F,"$20,000.00",2,Partial College,Manual,Yes,1,2-5 Miles,Europe,47,Yes,32-54
17522,M,M,"$120,000.00",4,Bachelors,Management,Yes,1,2-5 Miles,Pacific,47,No,32-54
21207,M,M,"$60,000.00",1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,46,No,32-54
28102,M,M,"$20,000.00",4,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,58,Yes,55-89
23105,S,M,"$40,000.00",3,Partial High School,Clerical,No,2,5-10 Miles,Pacific,52,Yes,32-54
18740,M,M,"$80,000.00",5,Bachelors,Professional,No,1,0-1 Miles,Pacific,47,Yes,32-54
21213,S,M,"$70,000.00",0,Bachelors,Professional,No,1,5-10 Miles,Pacific,41,No,32-54
17352,M,M,"$50,000.00",2,Graduate Degree,Management,Yes,1,5-10 Miles,Pacific,64,Yes,55-89
14154,M,M,"$30,000.00",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,35,Yes,32-54
19066,M,M,"$130,000.00",4,Partial College,Professional,No,3,10+ Miles,Europe,54,No,32-54
11386,M,F,"$30,000.00",3,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,45,No,32-54
20228,M,M,"$100,000.00",0,Graduate Degree,Management,Yes,0,2-5 Miles,Pacific,40,Yes,32-54
16675,S,F,"$160,000.00",0,Graduate Degree,Management,No,3,0-1 Miles,Pacific,47,Yes,32-54
16410,S,F,"$10,000.00",4,Partial High School,Manual,Yes,2,0-1 Miles,Europe,41,Yes,32-54
27760,S,F,"$40,000.00",0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,37,Yes,32-54
22930,M,M,"$90,000.00",4,Bachelors,Professional,Yes,0,1-2 Miles,Pacific,38,Yes,32-54
23780,S,M,"$40,000.00",2,Partial College,Clerical,No,2,0-1 Miles,Europe,36,Yes,32-54
20994,M,F,"$20,000.00",0,Bachelors,Clerical,No,0,0-1 Miles,Pacific,26,Yes,25-31
28379,M,M,"$30,000.00",1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,No,32-54
14865,S,M,"$40,000.00",2,Partial College,Clerical,Yes,2,1-2 Miles,Europe,36,No,32-54
12663,M,F,"$90,000.00",5,Partial High School,Skilled Manual,Yes,2,10+ Miles,Europe,59,No,55-89
24898,S,F,"$80,000.00",0,Bachelors,Professional,Yes,3,10+ Miles,Pacific,32,No,32-54
19508,M,M,"$10,000.00",0,Partial High School,Manual,No,2,0-1 Miles,Europe,30,No,25-31
11489,S,F,"$20,000.00",0,Partial High School,Manual,No,2,1-2 Miles,Europe,35,Yes,32-54
18160,M,M,"$130,000.00",3,High School,Professional,Yes,4,5-10 Miles,Europe,51,Yes,32-54
25241,M,M,"$90,000.00",2,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,47,No,32-54
24369,M,M,"$80,000.00",5,Graduate Degree,Management,No,2,0-1 Miles,Pacific,39,No,32-54
27165,S,M,"$20,000.00",0,Partial High School,Manual,No,2,0-1 Miles,Europe,34,No,32-54
29424,M,M,"$10,000.00",0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,32,No,32-54
15926,S,F,"$120,000.00",3,High School,Professional,Yes,4,5-10 Miles,Europe,50,Yes,32-54
14554,M,M,"$20,000.00",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,66,No,55-89
16468,S,M,"$30,000.00",0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,30,No,25-31
19174,S,F,"$30,000.00",0,High School,Manual,No,1,2-5 Miles,Europe,32,Yes,32-54
19183,S,M,"$10,000.00",0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,35,No,32-54
13683,S,F,"$30,000.00",0,High School,Manual,No,1,2-5 Miles,Europe,32,No,32-54
17848,S,M,"$30,000.00",0,Partial College,Clerical,No,1,2-5 Miles,Europe,31,Yes,25-31
17894,M,F,"$20,000.00",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,50,Yes,32-54
25651,M,M,"$40,000.00",1,Bachelors,Skilled Manual,No,0,0-1 Miles,Europe,43,Yes,32-54
22936,S,F,"$60,000.00",1,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,45,Yes,32-54
23915,M,M,"$20,000.00",2,High School,Manual,Yes,2,0-1 Miles,Europe,42,No,32-54
24121,S,F,"$30,000.00",0,Partial College,Clerical,No,1,0-1 Miles,Europe,29,Yes,25-31
27878,S,M,"$20,000.00",0,Partial College,Manual,No,0,0-1 Miles,Pacific,28,Yes,25-31
13572,S,M,"$10,000.00",3,High School,Manual,Yes,0,0-1 Miles,Europe,37,Yes,32-54
27941,M,F,"$80,000.00",4,Partial College,Professional,Yes,2,2-5 Miles,Europe,53,No,32-54
26354,S,M,"$40,000.00",0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,38,Yes,32-54
14785,S,M,"$30,000.00",1,Bachelors,Clerical,No,1,1-2 Miles,Europe,39,No,32-54
17238,S,M,"$80,000.00",0,Bachelors,Professional,Yes,3,10+ Miles,Pacific,32,No,32-54
23608,M,F,"$150,000.00",3,High School,Professional,Yes,3,0-1 Miles,Europe,51,Yes,32-54
22538,S,F,"$10,000.00",0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,33,No,32-54
12332,M,M,"$90,000.00",4,High School,Management,Yes,3,5-10 Miles,Europe,58,Yes,55-89
17230,M,M,"$80,000.00",0,Bachelors,Professional,Yes,3,10+ Miles,Pacific,30,No,25-31
13082,S,M,"$130,000.00",0,Graduate Degree,Management,Yes,0,2-5 Miles,Pacific,48,Yes,32-54
22518,S,F,"$30,000.00",3,Partial College,Clerical,No,2,0-1 Miles,Europe,27,Yes,25-31
13687,M,M,"$40,000.00",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,33,Yes,32-54
23571,M,F,"$40,000.00",2,Bachelors,Management,Yes,2,0-1 Miles,Pacific,66,Yes,55-89
19305,S,F,"$10,000.00",2,High School,Manual,Yes,1,0-1 Miles,Europe,38,Yes,32-54
22636,S,F,"$40,000.00",0,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Yes,32-54
17310,M,M,"$60,000.00",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,Pacific,45,Yes,32-54
12133,M,F,"$130,000.00",3,Partial College,Professional,Yes,3,5-10 Miles,Europe,50,Yes,32-54
25918,S,F,"$30,000.00",2,Partial College,Clerical,No,2,5-10 Miles,Pacific,60,Yes,55-89
25752,S,F,"$20,000.00",2,Partial College,Manual,No,1,0-1 Miles,Europe,53,Yes,32-54
17324,M,F,"$100,000.00",4,Bachelors,Professional,Yes,1,10+ Miles,Pacific,46,No,32-54
22918,S,M,"$80,000.00",5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,50,No,32-54
12510,M,M,"$40,000.00",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,43,Yes,32-54
25512,S,M,"$20,000.00",0,High School,Manual,No,1,2-5 Miles,Europe,30,No,25-31
16179,S,F,"$80,000.00",5,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,38,No,32-54
15628,M,F,"$40,000.00",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,89,No,55-89
20977,M,M,"$20,000.00",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,64,Yes,55-89
18140,M,M,"$130,000.00",3,Partial College,Professional,No,3,5-10 Miles,Europe,51,Yes,32-54
20417,M,M,"$30,000.00",3,Partial College,Clerical,No,2,5-10 Miles,Pacific,56,No,55-89
18267,M,M,"$60,000.00",3,Bachelors,Professional,Yes,2,5-10 Miles,Pacific,43,No,32-54
13620,S,M,"$70,000.00",0,Bachelors,Professional,No,3,10+ Miles,Pacific,30,Yes,25-31
22974,M,F,"$30,000.00",2,Partial College,Clerical,Yes,2,5-10 Miles,Pacific,69,No,55-89
13586,M,M,"$80,000.00",4,Partial College,Professional,Yes,2,10+ Miles,Europe,53,No,32-54
17978,M,M,"$40,000.00",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Yes,32-54
12581,S,F,"$10,000.00",0,Partial College,Manual,No,1,0-1 Miles,Pacific,28,Yes,25-31
18018,S,M,"$30,000.00",3,Partial College,Clerical,Yes,0,0-1 Miles,Europe,43,No,32-54
28957,S,F,"$120,000.00",0,Partial High School,Professional,Yes,4,10+ Miles,Pacific,34,Yes,32-54
13690,S,F,"$20,000.00",0,Partial High School,Manual,No,2,1-2 Miles,Europe,34,Yes,32-54
12568,M,F,"$30,000.00",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,64,No,55-89
13122,M,F,"$80,000.00",0,Bachelors,Professional,Yes,1,1-2 Miles,Pacific,41,Yes,32-54
21184,S,M,"$70,000.00",0,Bachelors,Professional,No,1,5-10 Miles,Pacific,38,No,32-54
26150,S,F,"$70,000.00",0,Bachelors,Professional,No,1,0-1 Miles,Pacific,41,Yes,32-54
24151,S,M,"$20,000.00",1,Bachelors,Clerical,No,0,0-1 Miles,Europe,51,No,32-54
23962,M,F,"$10,000.00",0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,32,No,32-54
17793,M,F,"$40,000.00",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,Yes,32-54
14926,M,M,"$30,000.00",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,Yes,32-54
16163,S,M,"$60,000.00",2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,38,Yes,32-54
21365,M,F,"$10,000.00",2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,No,55-89
27771,S,M,"$30,000.00",1,Bachelors,Clerical,Yes,1,1-2 Miles,Europe,39,Yes,32-54
26167,S,F,"$40,000.00",2,Bachelors,Management,No,1,5-10 Miles,Pacific,53,Yes,32-54
25792,S,F,"$110,000.00",3,Bachelors,Management,Yes,4,10+ Miles,Europe,53,No,32-54
11555,M,F,"$40,000.00",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,80,No,55-89
22381,M,M,"$10,000.00",1,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,No,32-54
17882,M,M,"$20,000.00",1,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,No,32-54
22174,M,M,"$30,000.00",3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,54,Yes,32-54
22439,M,F,"$30,000.00",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,37,Yes,32-54
18012,M,F,"$40,000.00",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,No,32-54
27582,S,F,"$90,000.00",2,Bachelors,Professional,No,0,0-1 Miles,Pacific,36,Yes,32-54
12744,S,F,"$40,000.00",2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,33,No,32-54
22821,M,F,"$130,000.00",3,Partial College,Professional,Yes,4,0-1 Miles,Europe,52,No,32-54
20171,M,F,"$20,000.00",2,Partial College,Manual,Yes,1,0-1 Miles,Europe,46,Yes,32-54
11116,M,M,"$70,000.00",5,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,43,No,32-54
20053,S,M,"$40,000.00",2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,34,No,32-54
25266,S,F,"$30,000.00",2,Partial College,Clerical,No,2,5-10 Miles,Pacific,67,No,55-89
17960,M,F,"$40,000.00",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,35,Yes,32-54
13961,M,F,"$80,000.00",5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,40,No,32-54
11897,S,M,"$60,000.00",2,Bachelors,Professional,No,1,0-1 Miles,Pacific,37,Yes,32-54
11139,S,F,"$30,000.00",2,Partial College,Clerical,No,2,5-10 Miles,Pacific,67,No,55-89
11576,M,M,"$30,000.00",1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,41,Yes,32-54
19255,S,M,"$10,000.00",2,Partial College,Manual,Yes,1,0-1 Miles,Europe,51,Yes,32-54
18153,M,F,"$100,000.00",2,Bachelors,Management,Yes,4,10+ Miles,Europe,59,No,55-89
14547,M,M,"$10,000.00",2,Partial College,Manual,Yes,0,1-2 Miles,Europe,51,No,32-54
24901,S,M,"$110,000.00",0,Partial College,Management,No,3,10+ Miles,Pacific,32,Yes,32-54
27169,S,M,"$30,000.00",0,High School,Manual,Yes,1,2-5 Miles,Europe,34,Yes,32-54
14805,S,F,"$10,000.00",3,Partial High School,Manual,Yes,2,0-1 Miles,Europe,43,No,32-54
15822,M,M,"$40,000.00",2,Bachelors,Management,Yes,2,0-1 Miles,Pacific,67,No,55-89
19389,S,M,"$30,000.00",0,Partial College,Clerical,No,1,2-5 Miles,Europe,28,No,25-31
17048,S,F,"$90,000.00",1,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,36,Yes,32-54
22204,M,M,"$110,000.00",4,Bachelors,Management,Yes,3,2-5 Miles,Pacific,48,No,32-54
12718,S,F,"$30,000.00",0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,31,No,25-31
15019,S,F,"$30,000.00",3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,55,No,55-89
28488,S,M,"$20,000.00",0,Partial College,Manual,Yes,0,0-1 Miles,Pacific,28,Yes,25-31
21891,M,F,"$110,000.00",0,High School,Management,Yes,3,10+ Miles,Pacific,34,Yes,32-54
27814,S,F,"$30,000.00",3,Partial College,Clerical,No,1,0-1 Miles,Europe,26,No,25-31
22175,M,F,"$30,000.00",3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,53,Yes,32-54
29447,S,F,"$10,000.00",2,Bachelors,Clerical,No,1,2-5 Miles,Europe,68,No,55-89
19784,M,F,"$80,000.00",2,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,50,Yes,32-54
27824,S,F,"$30,000.00",3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,28,Yes,25-31
24093,S,F,"$80,000.00",0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,Europe,40,Yes,32-54
19618,M,M,"$70,000.00",5,Partial College,Skilled Manual,Yes,2,0-1 Miles,Pacific,44,No,32-54
21561,S,M,"$90,000.00",0,Bachelors,Professional,No,3,10+ Miles,Pacific,34,Yes,32-54
11061,M,M,"$70,000.00",2,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,52,Yes,32-54
26651,S,M,"$80,000.00",4,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,36,Yes,32-54
21108,M,F,"$40,000.00",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,43,Yes,32-54
12731,S,M,"$30,000.00",0,High School,Manual,No,1,1-2 Miles,Europe,32,No,32-54
25307,M,F,"$40,000.00",1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,Europe,32,Yes,32-54
14278,M,F,"$130,000.00",0,Graduate Degree,Management,Yes,1,10+ Miles,Pacific,48,No,32-54
20711,M,F,"$40,000.00",1,Bachelors,Skilled Manual,Yes,0,1-2 Miles,Europe,32,Yes,32-54
11383,M,F,"$30,000.00",3,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,46,No,32-54
12497,M,F,"$40,000.00",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,No,32-54
16559,S,F,"$10,000.00",2,High School,Manual,Yes,0,0-1 Miles,Europe,36,Yes,32-54
11585,M,F,"$40,000.00",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,No,32-54
20277,M,F,"$30,000.00",2,Partial College,Clerical,No,2,0-1 Miles,Pacific,69,No,55-89
26765,S,F,"$70,000.00",5,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,45,No,32-54
12389,S,M,"$30,000.00",0,High School,Manual,No,1,2-5 Miles,Europe,34,No,32-54
13585,M,F,"$80,000.00",4,Partial College,Professional,No,1,2-5 Miles,Europe,53,Yes,32-54
26385,S,M,"$120,000.00",3,High School,Professional,No,4,5-10 Miles,Europe,50,No,32-54
12236,M,F,"$20,000.00",1,Partial College,Manual,Yes,0,0-1 Miles,Europe,65,No,55-89
21560,M,M,"$120,000.00",0,Partial High School,Professional,Yes,4,10+ Miles,Pacific,32,Yes,32-54
21554,S,F,"$80,000.00",0,Bachelors,Professional,No,3,10+ Miles,Pacific,33,No,32-54
13662,S,M,"$20,000.00",0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,31,Yes,25-31
13089,M,F,"$120,000.00",1,Bachelors,Management,Yes,2,0-1 Miles,Pacific,46,Yes,32-54
14791,M,F,"$40,000.00",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,Yes,32-54
19331,S,M,"$20,000.00",2,High School,Manual,Yes,1,0-1 Miles,Europe,40,No,32-54
17754,S,F,"$30,000.00",3,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,46,Yes,32-54
11149,M,M,"$40,000.00",2,Bachelors,Management,Yes,2,0-1 Miles,Pacific,65,No,55-89
16549,S,F,"$30,000.00",3,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Yes,32-54
24305,S,M,"$100,000.00",1,Bachelors,Management,No,3,0-1 Miles,Pacific,46,Yes,32-54
18253,M,F,"$80,000.00",5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,40,No,32-54
20147,M,F,"$30,000.00",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,65,No,55-89
15612,S,M,"$30,000.00",0,High School,Manual,No,1,1-2 Miles,Europe,28,No,25-31
28323,S,M,"$70,000.00",0,Bachelors,Professional,No,2,5-10 Miles,Pacific,43,Yes,32-54
22634,S,F,"$40,000.00",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Yes,32-54
15665,M,F,"$30,000.00",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Yes,32-54
27585,M,F,"$90,000.00",2,Bachelors,Professional,No,0,0-1 Miles,Pacific,36,Yes,32-54
19748,M,M,"$20,000.00",4,High School,Skilled Manual,No,2,1-2 Miles,Pacific,60,No,55-89
21974,S,F,"$70,000.00",0,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,42,Yes,32-54
14032,M,M,"$70,000.00",2,High School,Skilled Manual,No,2,1-2 Miles,Pacific,50,Yes,32-54
22610,M,M,"$30,000.00",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,35,Yes,32-54
26984,M,M,"$40,000.00",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,32,Yes,32-54
18294,M,F,"$90,000.00",1,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,46,No,32-54
28564,S,F,"$40,000.00",2,Partial College,Clerical,Yes,0,1-2 Miles,Europe,33,Yes,32-54
28521,S,M,"$40,000.00",0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,36,Yes,32-54
15450,M,M,"$10,000.00",1,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,70,No,55-89
25681,S,F,"$30,000.00",0,Partial College,Clerical,No,1,2-5 Miles,Europe,31,Yes,25-31
19491,S,M,"$30,000.00",2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,No,32-54
26415,M,F,"$90,000.00",4,Partial High School,Skilled Manual,Yes,4,10+ Miles,Europe,58,No,55-89
12821,M,M,"$40,000.00",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,No,32-54
15629,S,F,"$10,000.00",0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,34,No,32-54
27835,M,M,"$20,000.00",0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,32,No,32-54
11738,M,M,"$60,000.00",4,Bachelors,Professional,Yes,0,2-5 Miles,North America,46,No,32-54
25065,M,M,"$70,000.00",2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,48,No,32-54
26238,S,F,"$40,000.00",3,Partial College,Clerical,Yes,1,1-2 Miles,North America,31,Yes,25-31
23707,S,M,"$70,000.00",5,Bachelors,Management,Yes,3,10+ Miles,North America,60,Yes,55-89
27650,M,M,"$70,000.00",4,High School,Professional,Yes,0,5-10 Miles,North America,51,No,32-54
24981,M,M,"$60,000.00",2,Partial College,Professional,Yes,2,10+ Miles,North America,56,No,55-89
20678,S,F,"$60,000.00",3,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,40,Yes,32-54
15302,S,F,"$70,000.00",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Yes,32-54
26012,M,M,"$80,000.00",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,48,Yes,32-54
26575,S,F,"$40,000.00",0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Yes,25-31
15559,M,M,"$60,000.00",5,Bachelors,Professional,Yes,1,2-5 Miles,North America,47,No,32-54
19235,M,F,"$50,000.00",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,34,No,32-54
15275,M,M,"$40,000.00",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,29,No,25-31
20339,M,F,"$130,000.00",1,Bachelors,Management,Yes,4,2-5 Miles,North America,44,Yes,32-54
25405,M,M,"$70,000.00",2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Yes,32-54
15940,M,M,"$100,000.00",4,Partial College,Professional,Yes,4,0-1 Miles,North America,40,No,32-54
25074,M,F,"$70,000.00",4,Bachelors,Professional,Yes,2,2-5 Miles,North America,42,Yes,32-54
24738,M,F,"$40,000.00",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,51,Yes,32-54
16337,M,M,"$60,000.00",0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,29,No,25-31
24357,M,M,"$80,000.00",3,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Yes,32-54
18613,S,M,"$70,000.00",0,Bachelors,Professional,No,1,2-5 Miles,North America,37,Yes,32-54
12207,S,M,"$80,000.00",4,Bachelors,Management,Yes,0,5-10 Miles,North America,66,Yes,55-89
18052,M,F,"$60,000.00",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45,Yes,32-54
13353,S,F,"$60,000.00",4,Graduate Degree,Management,Yes,2,10+ Miles,North America,61,Yes,55-89
19399,S,M,"$40,000.00",0,Bachelors,Professional,No,1,2-5 Miles,North America,45,No,32-54
16154,M,F,"$70,000.00",5,Bachelors,Professional,Yes,2,2-5 Miles,North America,47,No,32-54
